-2.5800e-02,0.02
-2.5798e-02,0.028
-2.5796e-02,0.036
-2.5794e-02,0.028
-2.5792e-02,0.024
-2.5790e-02,0.028
-2.5788e-02,0.028
-2.5786e-02,0.016
-2.5784e-02,0.02
-2.5782e-02,0.012
-2.5780e-02,0.032
-2.5778e-02,0.024
-2.5776e-02,0.028
-2.5774e-02,0.024
-2.5772e-02,0.02
-2.5770e-02,0.028
-2.5768e-02,0.028
-2.5766e-02,0.02
-2.5764e-02,0.016
-2.5762e-02,0.016
-2.5760e-02,0.012
-2.5758e-02,0.028
-2.5756e-02,0.032
-2.5754e-02,0.028
-2.5752e-02,0.028
-2.5750e-02,0.028
-2.5748e-02,0.016
-2.5746e-02,0.02
-2.5744e-02,0.028
-2.5742e-02,0.016
-2.5740e-02,0.024
-2.5738e-02,0.02
-2.5736e-02,0.024
-2.5734e-02,0.008
-2.5732e-02,0.008
-2.5730e-02,0.032
-2.5728e-02,0.032
-2.5726e-02,0.024
-2.5724e-02,0.032
-2.5722e-02,0.02
-2.5720e-02,0.028
-2.5718e-02,0.024
-2.5716e-02,0.028
-2.5714e-02,0.036
-2.5712e-02,0.024
-2.5710e-02,0.028
-2.5708e-02,0.024
-2.5706e-02,0.02
-2.5704e-02,0.028
-2.5702e-02,0.02
-2.5700e-02,0.02
-2.5698e-02,0.024
-2.5696e-02,0.028
-2.5694e-02,0.032
-2.5692e-02,0.024
-2.5690e-02,0.024
-2.5688e-02,0.032
-2.5686e-02,0.024
-2.5684e-02,0.028
-2.5682e-02,0.032
-2.5680e-02,0.02
-2.5678e-02,0.028
-2.5676e-02,0.028
-2.5674e-02,0.012
-2.5672e-02,0.028
-2.5670e-02,0.024
-2.5668e-02,0.024
-2.5666e-02,0.028
-2.5664e-02,0.02
-2.5662e-02,0.024
-2.5660e-02,0.028
-2.5658e-02,0.024
-2.5656e-02,0.032
-2.5654e-02,0.028
-2.5652e-02,0.024
-2.5650e-02,0.028
-2.5648e-02,0.02
-2.5646e-02,0.024
-2.5644e-02,0.016
-2.5642e-02,0.016
-2.5640e-02,0.028
-2.5638e-02,0.028
-2.5636e-02,0.036
-2.5634e-02,0.016
-2.5632e-02,0.036
-2.5630e-02,0.028
-2.5628e-02,0.032
-2.5626e-02,0.024
-2.5624e-02,0.024
-2.5622e-02,0.016
-2.5620e-02,0.012
-2.5618e-02,0.02
-2.5616e-02,0.024
-2.5614e-02,0.016
-2.5612e-02,0.02
-2.5610e-02,0.024
-2.5608e-02,0.028
-2.5606e-02,0.028
-2.5604e-02,0.028
-2.5602e-02,0.02
-2.5600e-02,0.024
-2.5598e-02,0.02
-2.5596e-02,0.016
-2.5594e-02,0.032
-2.5592e-02,0.024
-2.5590e-02,0.02
-2.5588e-02,0.024
-2.5586e-02,0.016
-2.5584e-02,0.008
-2.5582e-02,0.028
-2.5580e-02,0.016
-2.5578e-02,0.016
-2.5576e-02,0.024
-2.5574e-02,0.028
-2.5572e-02,0.028
-2.5570e-02,0.028
-2.5568e-02,0.016
-2.5566e-02,0.024
-2.5564e-02,0.02
-2.5562e-02,0.032
-2.5560e-02,0.028
-2.5558e-02,0.016
-2.5556e-02,0.02
-2.5554e-02,0.024
-2.5552e-02,0.028
-2.5550e-02,0.02
-2.5548e-02,0.008
-2.5546e-02,0.02
-2.5544e-02,0.016
-2.5542e-02,0.024
-2.5540e-02,0.032
-2.5538e-02,0.024
-2.5536e-02,0.016
-2.5534e-02,0.028
-2.5532e-02,0.028
-2.5530e-02,0.016
-2.5528e-02,0.016
-2.5526e-02,0.028
-2.5524e-02,0.024
-2.5522e-02,0.028
-2.5520e-02,0.028
-2.5518e-02,0.008
-2.5516e-02,0.024
-2.5514e-02,0.028
-2.5512e-02,0.012
-2.5510e-02,0.016
-2.5508e-02,0.036
-2.5506e-02,0.028
-2.5504e-02,0.02
-2.5502e-02,0.02
-2.5500e-02,0.032
-2.5498e-02,0.02
-2.5496e-02,0.028
-2.5494e-02,0.016
-2.5492e-02,0.02
-2.5490e-02,0.028
-2.5488e-02,0.028
-2.5486e-02,0.012
-2.5484e-02,0.016
-2.5482e-02,0.024
-2.5480e-02,0.024
-2.5478e-02,0.032
-2.5476e-02,0.032
-2.5474e-02,0.032
-2.5472e-02,0.02
-2.5470e-02,0.016
-2.5468e-02,0.016
-2.5466e-02,0.028
-2.5464e-02,0.032
-2.5462e-02,0.024
-2.5460e-02,0.024
-2.5458e-02,0.016
-2.5456e-02,0.028
-2.5454e-02,0.024
-2.5452e-02,0.024
-2.5450e-02,0.024
-2.5448e-02,0.016
-2.5446e-02,0.024
-2.5444e-02,0.028
-2.5442e-02,0.024
-2.5440e-02,0.028
-2.5438e-02,0.024
-2.5436e-02,0.024
-2.5434e-02,0.016
-2.5432e-02,0.024
-2.5430e-02,0.016
-2.5428e-02,0.028
-2.5426e-02,0.02
-2.5424e-02,0.02
-2.5422e-02,0.028
-2.5420e-02,0.02
-2.5418e-02,0.024
-2.5416e-02,0.02
-2.5414e-02,0.024
-2.5412e-02,0.02
-2.5410e-02,0.032
-2.5408e-02,0.04
-2.5406e-02,0.032
-2.5404e-02,0.02
-2.5402e-02,0.024
-2.5400e-02,0.028
-2.5398e-02,0.032
-2.5396e-02,0.028
-2.5394e-02,0.028
-2.5392e-02,0.024
-2.5390e-02,0.032
-2.5388e-02,0.016
-2.5386e-02,0.02
-2.5384e-02,0.024
-2.5382e-02,0.032
-2.5380e-02,0.016
-2.5378e-02,0.028
-2.5376e-02,0.012
-2.5374e-02,0.016
-2.5372e-02,0.02
-2.5370e-02,0.02
-2.5368e-02,0.02
-2.5366e-02,0.02
-2.5364e-02,0.02
-2.5362e-02,0.02
-2.5360e-02,0.024
-2.5358e-02,0.024
-2.5356e-02,0.02
-2.5354e-02,0.028
-2.5352e-02,0.024
-2.5350e-02,0.028
-2.5348e-02,0.02
-2.5346e-02,0.02
-2.5344e-02,0.032
-2.5342e-02,0.024
-2.5340e-02,0.02
-2.5338e-02,0.008
-2.5336e-02,0.036
-2.5334e-02,0.02
-2.5332e-02,0.02
-2.5330e-02,0.024
-2.5328e-02,0.02
-2.5326e-02,0.016
-2.5324e-02,0.02
-2.5322e-02,0.028
-2.5320e-02,0.024
-2.5318e-02,0.016
-2.5316e-02,0.016
-2.5314e-02,0.024
-2.5312e-02,0.024
-2.5310e-02,0.02
-2.5308e-02,0.004
-2.5306e-02,0.028
-2.5304e-02,0.028
-2.5302e-02,0.024
-2.5300e-02,0.028
-2.5298e-02,0.032
-2.5296e-02,0.036
-2.5294e-02,0.028
-2.5292e-02,0.02
-2.5290e-02,0.012
-2.5288e-02,0.024
-2.5286e-02,0.02
-2.5284e-02,0.028
-2.5282e-02,0.02
-2.5280e-02,0.02
-2.5278e-02,0.028
-2.5276e-02,0.036
-2.5274e-02,0.02
-2.5272e-02,0.02
-2.5270e-02,0.032
-2.5268e-02,0.02
-2.5266e-02,0.016
-2.5264e-02,0.024
-2.5262e-02,0.012
-2.5260e-02,0.028
-2.5258e-02,0.02
-2.5256e-02,0.032
-2.5254e-02,0.028
-2.5252e-02,0.028
-2.5250e-02,0.02
-2.5248e-02,0.016
-2.5246e-02,0.036
-2.5244e-02,0.024
-2.5242e-02,0.028
-2.5240e-02,0.024
-2.5238e-02,0.024
-2.5236e-02,0.032
-2.5234e-02,0.024
-2.5232e-02,0.02
-2.5230e-02,0.036
-2.5228e-02,0.024
-2.5226e-02,0.02
-2.5224e-02,0.028
-2.5222e-02,0.016
-2.5220e-02,0.024
-2.5218e-02,0.036
-2.5216e-02,0.028
