-1.28800e-01,0.032
-1.28796e-01,0.036
-1.28792e-01,0.012
-1.28788e-01,0.024
-1.28784e-01,0.024
-1.28780e-01,0.028
-1.28776e-01,0.024
-1.28772e-01,0.016
-1.28768e-01,0.024
-1.28764e-01,0.024
-1.28760e-01,0.024
-1.28756e-01,0.028
-1.28752e-01,0.028
-1.28748e-01,0.016
-1.28744e-01,0.016
-1.28740e-01,0.012
-1.28736e-01,0.028
-1.28732e-01,0.024
-1.28728e-01,0.012
-1.28724e-01,0.016
-1.28720e-01,0.024
-1.28716e-01,0.016
-1.28712e-01,0.024
-1.28708e-01,0.04
-1.28704e-01,0.02
-1.28700e-01,0.012
-1.28696e-01,0.016
-1.28692e-01,0.02
-1.28688e-01,0.016
-1.28684e-01,0.032
-1.28680e-01,0.016
-1.28676e-01,0.024
-1.28672e-01,0.032
-1.28668e-01,0.02
-1.28664e-01,0.024
-1.28660e-01,0.02
-1.28656e-01,0.016
-1.28652e-01,0.024
-1.28648e-01,0.024
-1.28644e-01,0.016
-1.28640e-01,0.02
-1.28636e-01,0.016
-1.28632e-01,0.028
-1.28628e-01,0.016
-1.28624e-01,0.02
-1.28620e-01,0.024
-1.28616e-01,0.02
-1.28612e-01,0.02
-1.28608e-01,0.016
-1.28604e-01,0.016
-1.28600e-01,0.016
-1.28596e-01,0.024
-1.28592e-01,0.028
-1.28588e-01,0.02
-1.28584e-01,0.024
-1.28580e-01,0.024
-1.28576e-01,0.024
-1.28572e-01,0.02
-1.28568e-01,0.024
-1.28564e-01,0.02
-1.28560e-01,0.024
-1.28556e-01,0.016
-1.28552e-01,0.016
-1.28548e-01,0.02
-1.28544e-01,0.024
-1.28540e-01,0.024
-1.28536e-01,0.024
-1.28532e-01,0.024
-1.28528e-01,0.032
-1.28524e-01,0.02
-1.28520e-01,0.028
-1.28516e-01,0.016
-1.28512e-01,0.02
-1.28508e-01,0.02
-1.28504e-01,0.024
-1.28500e-01,0.02
-1.28496e-01,0.024
-1.28492e-01,0.024
-1.28488e-01,0.02
-1.28484e-01,0.024
-1.28480e-01,0.024
-1.28476e-01,0.02
-1.28472e-01,0.024
-1.28468e-01,0.032
-1.28464e-01,0.02
-1.28460e-01,0.032
-1.28456e-01,0.036
-1.28452e-01,0.024
-1.28448e-01,0.028
-1.28444e-01,0.032
-1.28440e-01,0.032
-1.28436e-01,0.028
-1.28432e-01,0.024
-1.28428e-01,0.024
-1.28424e-01,0.012
-1.28420e-01,0.028
-1.28416e-01,0.016
-1.28412e-01,0.016
-1.28408e-01,0.016
-1.28404e-01,0.024
-1.28400e-01,0.028
-1.28396e-01,0.024
-1.28392e-01,0.02
-1.28388e-01,0.02
-1.28384e-01,0.024
-1.28380e-01,0.02
-1.28376e-01,0.016
-1.28372e-01,0.028
-1.28368e-01,0.02
-1.28364e-01,0.024
-1.28360e-01,0.028
-1.28356e-01,0.016
-1.28352e-01,0.028
-1.28348e-01,0.024
-1.28344e-01,0.012
-1.28340e-01,0.024
-1.28336e-01,0.032
-1.28332e-01,0.04
-1.28328e-01,0.02
-1.28324e-01,0.032
-1.28320e-01,0.024
-1.28316e-01,0.024
-1.28312e-01,0.024
-1.28308e-01,0.02
-1.28304e-01,0.008
-1.28300e-01,0.024
-1.28296e-01,0.02
-1.28292e-01,0.028
-1.28288e-01,0.028
-1.28284e-01,0.016
-1.28280e-01,0.024
-1.28276e-01,0.032
-1.28272e-01,0.02
-1.28268e-01,0.008
-1.28264e-01,0.024
